Pair	Ctcf_E	Dnase_E	H3k27ac_E	H3k27me3_E	H3k36me3_E	H3k4me1_E	H3k4me2_E	H3k4me3_E	H3k79me2_E	H3k9ac_E	H3k9me3_E	H4k20me1_E	RAD21_E	TBP_E	Ctcf_P	Dnase_P	H3k27ac_P	H3k27me3_P	H3k36me3_P	H3k4me1_P	H3k4me2_P	H3k4me3_P	H3k79me2_P	H3k9ac_P	H3k9me3_P	H4k20me1_P	RAD21_P	TBP_P	Ctcf_W	Dnase_W	H3k27ac_W	H3k27me3_W	H3k36me3_W	H3k4me1_W	H3k4me2_W	H3k4me3_W	H3k79me2_W	H3k9ac_W	H3k9me3_W	H4k20me1_W	RAD21_W	TBP_W	Distance	Count
chr17_0_5000-chr17_150000_155000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.11249	2.34438	0.642603	4.35658	0.845105	0.859477	1.0053	0.965073	0.558206	1.10286	0.95427	2.07142	5.57764	0.01	1.20041	3.4492	0.558457	2.21995	0.661483	1.26742	0.869692	0.854217	0.349235	1.07483	1.19747	2.11118	7.21576	0.0984207	145000	3.75425
chr17_0_5000-chr17_15000_20000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.631821	1.96487	0.356414	1.28188	0.340277	1.73117	0.869143	1.06351	0.370784	0.40558	1.24431	1.22948	5.13547	0.01	3.54371	5.95688	0.502284	2.31991	0.634845	2.30208	0.90756	0.731434	0.373857	1.62597	1.17261	2.23975	5.8458	0.01	10000	4.87601
chr17_0_5000-chr17_155000_160000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	11.9775	3.64749	0.376457	1.81859	0.48526	0.854707	0.869143	0.706539	0.589705	1.19051	0.663782	2.56105	17.505	0.01	1.19748	3.41237	0.561262	2.29117	0.667604	1.25383	0.874213	0.857912	0.356201	1.07577	1.18936	2.10985	7.16116	0.0954734	150000	3.69777
chr17_0_5000-chr17_160000_165000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.35221	2.3936	0.296261	1.66314	0.892558	1.37726	0.820969	1.00881	0.155888	0.70132	1.09962	2.63359	7.83192	0.01	1.54523	3.41995	0.555301	2.27593	0.661721	1.24095	0.874049	0.853029	0.363733	1.07947	1.17241	2.12441	7.49483	0.0927162	155000	3.97931
chr17_0_5000-chr17_165000_170000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.14106	0.806882	0.800103	0.981592	0.694024	0.477039	0.436335	1.09843	0.191422	0.413294	2.83115	1.91787	1.82184	0.01	1.53919	3.38788	0.547206	2.25678	0.668935	1.24521	0.87239	0.857897	0.357238	1.06765	1.17014	2.14032	7.50536	0.0901313	160000	3.52011
chr17_0_5000-chr17_175000_180000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.14553	3.21541	0.70283	1.75143	0.649902	0.70972	0.625414	1.11652	0.457891	1.34026	0.979742	2.33165	5.44059	0.01	1.49703	3.28583	0.550716	2.21791	0.665549	1.20245	0.862059	0.86712	0.351716	1.0397	1.20821	2.15046	7.4357	0.0854177	170000	3.90373
chr17_0_5000-chr17_180000_185000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.793283	3.64077	0.201814	2.79048	0.63596	1.15991	0.163854	0.585067	0.339394	1.40097	0.97991	2.93393	5.22475	0.01	1.48699	3.28382	0.555062	2.20458	0.665102	1.18838	0.855298	0.874246	0.35475	1.04828	1.20168	2.15563	7.37869	0.0832629	175000	3.86722
chr17_0_5000-chr17_190000_195000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.937655	2.24429	0.376422	1.78158	0.643284	0.996623	0.785688	0.50125	0.2752	0.861451	1.60819	1.10488	5.71189	0.594577	1.44896	3.36097	0.540146	2.25974	0.659171	1.2521	0.872675	0.879804	0.360557	1.06244	1.1949	2.19074	7.33647	0.0793027	185000	3.56867
chr17_0_5000-chr17_195000_200000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.987925	2.70191	0.490892	2.44805	0.541753	0.711111	0.849114	0.651911	0.297815	1.17649	1.50884	2.0745	0.731791	0.01	1.4355	3.33159	0.535838	2.24716	0.658753	1.24538	0.870386	0.869842	0.358311	1.05715	1.20577	2.16217	7.29372	0.0928626	190000	3.72214
chr17_0_5000-chr17_200000_205000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.29764	4.10582	0.608357	2.78165	0.916056	1.22559	0.708739	0.682662	0.599814	1.2252	2.21168	2.22356	5.34035	0.01	1.42402	3.31544	0.534685	2.25231	0.655753	1.23168	0.86984	0.864254	0.356759	1.06021	1.21354	2.15992	7.12547	0.0907379	195000	3.42477
chr17_0_5000-chr17_20000_25000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.732502	4.05669	0.588315	2.56977	0.34885	0.615587	0.436335	1.01045	0.489376	0.492881	0.627078	1.96151	75.6253	0.01	2.57308	4.62621	0.453661	1.9739	0.536655	2.11178	0.894755	0.842126	0.372832	1.21917	1.19651	1.90299	5.60902	0.01	15000	4.8556
chr17_0_5000-chr17_205000_210000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.75425	2.33704	0.568214	1.1875	0.565254	0.504	0.614227	0.855559	0.372837	0.530203	1.92893	1.16668	4.81581	0.540689	1.42086	3.3352	0.536527	2.26555	0.662261	1.23152	0.865813	0.859715	0.362836	1.06434	1.2385	2.16151	7.08084	0.0887195	200000	3.85152
chr17_0_5000-chr17_210000_215000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.544849	1.63418	0.478612	1.18739	0.407194	0.894203	0.869143	0.727242	0.447805	0.722888	1.86842	1.47315	10.1632	0.01	1.40461	3.31086	0.5373	2.23925	0.659895	1.21378	0.859677	0.859613	0.36308	1.05131	1.25534	2.13725	7.02559	0.0997431	205000	3.5528
chr17_0_5000-chr17_220000_225000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.33849	1.65488	0.259071	1.76172	0.963092	0.692886	0.785742	0.921403	0.631211	1.69866	1.82615	2.00117	3.28617	0.01	1.38324	3.22757	0.534678	2.20874	0.663199	1.21809	0.869358	0.87023	0.367798	1.04651	1.33766	2.1223	6.95422	0.095569	215000	4.07454
chr17_0_5000-chr17_230000_235000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.39689	4.01278	0.450829	2.90801	0.545852	1.35255	1.10833	0.73177	0.412368	1.25905	1.31958	3.54564	3.96071	0.01	1.37157	3.16572	0.522047	2.19728	0.667094	1.20107	0.858021	0.865713	0.372885	1.06204	1.33839	2.11827	6.77256	0.091766	225000	4.13321
chr17_0_5000-chr17_235000_240000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	4.64498	7.28785	0.585407	3.66005	0.549065	1.48684	5.50494	3.16853	0.666741	1.84917	1.5968	2.16863	10.647	0.01	1.37212	3.18413	0.520499	2.21273	0.664458	1.20436	0.863463	0.862801	0.373744	1.06632	1.33798	2.1493	6.71143	0.0899884	230000	4.12323
chr17_0_5000-chr17_240000_245000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.44325	2.07676	0.871605	1.74716	1.01278	1.87645	1.73915	1.52588	0.591746	2.02915	1.42035	1.90762	6.78234	0.01	1.44176	3.27144	0.52188	2.24352	0.662003	1.21037	0.962218	0.911859	0.379978	1.08298	1.34348	2.14971	6.79516	0.0882866	235000	4.24172
chr17_0_5000-chr17_245000_250000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.15656	1.81859	0.723032	0.733116	3.35515	0.954784	0.869089	1.18659	0.992018	1.37391	1.06805	2.04402	1.26142	0.01	1.44179	3.24656	0.529166	2.23318	0.669311	1.22425	0.978404	0.924652	0.38439	1.10269	1.34509	2.14467	6.7949	0.0866556	240000	3.48072
chr17_0_5000-chr17_250000_255000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.943406	1.60987	0.548068	0.790665	5.21493	0.941802	0.341791	0.81524	1.72169	0.985979	0.778198	2.98196	0.518467	0.01	1.43597	3.21741	0.533122	2.20257	0.724124	1.21875	0.976173	0.929997	0.39679	1.10822	1.33943	2.14261	6.68197	0.0850912	245000	4.02133
chr17_0_5000-chr17_25000_30000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.4228	6.39536	0.450872	5.49969	0.600687	0.881374	0.708816	0.78029	0.301895	1.56504	1.24436	3.46177	8.04247	0.80566	2.11294	4.48383	0.487324	2.12287	0.489704	1.73773	0.78015	0.884207	0.401968	1.0376	1.05415	1.91762	23.1131	0.01	20000	4.76591
chr17_0_5000-chr17_255000_260000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.22154	9.98402	4.60072	0.735031	2.57221	3.85157	7.73159	7.15374	6.93183	7.6502	0.970113	2.6401	3.73473	0.01	1.42612	3.18526	0.533421	2.17433	0.81394	1.21321	0.963485	0.927702	0.423288	1.10578	1.32821	2.1594	6.5587	0.0835894	250000	3.87036
chr17_0_5000-chr17_265000_270000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	3.34193	4.15257	35.2362	1.21147	1.75838	11.5692	21.0418	13.1859	5.39209	19.789	2.47861	0.918643	3.73999	0.750889	1.56935	3.35787	0.694848	2.13155	0.892425	1.39791	1.40293	1.2252	0.743783	1.36039	1.32552	2.18254	6.47963	0.0928993	260000	3.12225
chr17_0_5000-chr17_270000_275000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.984733	1.44658	0.798817	2.45478	0.983415	2.36606	0.961479	1.2492	0.575943	1.87082	1.82593	1.77231	3.75425	0.01	1.6028	3.37287	1.34657	2.11419	0.908763	1.58982	1.77348	1.45088	0.831487	1.7081	1.34727	2.15869	6.42794	0.105314	265000	3.54847
chr17_0_5000-chr17_275000_280000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.977906	0.869614	0.873028	0.87483	1.20226	1.61514	1.59056	1.42212	0.370784	1.07357	4.77038	1.13872	1.31043	0.01	1.59135	3.33719	1.33643	2.1205	0.910146	1.6042	1.75844	1.44714	0.826755	1.71111	1.35614	2.15153	6.37843	0.103549	270000	2.9448
chr17_0_5000-chr17_285000_290000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.7352	1.22023	0.642654	1.7344	1.78154	1.00824	0.441268	1.04968	0.879405	0.969874	4.68189	1.58453	0.618643	0.01	1.56785	3.25467	1.31065	2.07609	0.918408	1.59399	1.73032	1.43708	0.809909	1.68323	1.43715	2.12577	6.22702	0.100208	280000	3.5073
chr17_0_5000-chr17_290000_295000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.09131	1.92618	0.376457	1.21523	3.25692	0.881409	0.90437	1.03796	1.14201	0.919515	1.31768	2.13288	3.33588	0.01	1.57079	3.21897	1.29893	2.0701	0.933551	1.58371	1.70771	1.43028	0.811128	1.67072	1.49407	2.11628	6.12862	0.0986255	285000	3.33491
chr17_0_5000-chr17_295000_300000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.464635	0.385489	0.373567	0.119402	0.542356	0.605451	0.341795	0.459977	0.749696	0.581051	0.393908	0.497538	1.09409	0.01	1.56252	3.19669	1.28303	2.05536	0.973609	1.5716	1.69386	1.42352	0.816833	1.65776	1.49103	2.11656	6.08047	0.0970974	290000	2.64891
chr17_0_5000-chr17_35000_40000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.64339	5.04906	2.94198	2.34977	1.08032	6.57495	5.59539	2.57361	0.516704	2.34751	2.0377	1.52168	3.13428	0.01	1.7638	5.31973	0.431606	2.92756	0.53938	1.55514	0.765	0.853977	0.368611	1.08231	1.16159	2.20243	18.556	0.14261	30000	4.57156
chr17_0_5000-chr17_400000_405000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.56506	3.68637	3.86248	2.51605	0.730493	8.96305	7.53366	3.09055	0.954447	2.47801	1.25825	2.42721	1.98327	0.01	1.17154	2.37791	0.966623	1.53481	0.733531	1.21473	1.287	1.06714	0.615365	1.24447	1.11921	1.5873	4.50708	0.0739449	395000	3.248
chr17_0_5000-chr17_40000_45000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.610429	2.33737	0.625529	0.981596	0.436387	0.631061	0.4122	0.436236	0.33332	0.825839	1.77327	0.787305	3.22997	0.01	1.7466	5.28106	0.79023	2.84502	0.616657	2.27225	1.45506	1.09964	0.389767	1.26305	1.28675	2.10518	16.3529	0.123666	35000	3.69477
chr17_0_5000-chr17_405000_410000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.655939	0.959141	1.18078	1.62494	0.912285	1.15301	2.67637	1.91243	0.56434	2.01513	1.15624	1.2626	0.01	0.01	1.17646	2.39427	1.00282	1.54707	0.733493	1.31159	1.36508	1.09243	0.619604	1.25989	1.12095	1.5978	4.47553	0.0731456	400000	2.89097
chr17_0_5000-chr17_410000_415000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.1411	2.03858	0.190753	1.94011	0.865688	0.826068	0.666994	1.50169	0.410337	0.861496	2.74275	1.52704	3.80793	0.01	1.17004	2.37655	1.00502	1.54803	0.735701	1.30963	1.38127	1.10255	0.618922	1.26921	1.12139	1.59366	4.4204	0.0723661	405000	2.72896
chr17_0_5000-chr17_415000_420000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.892852	1.78974	0.461947	0.844434	1.04679	0.959196	0.732844	0.902739	0.593739	0.812731	1.1562	2.90029	15.1519	0.01	1.16968	2.37243	0.995088	1.55281	0.737286	1.30373	1.37256	1.10742	0.616378	1.26424	1.14116	1.59285	4.41293	0.0716055	410000	2.85696
chr17_0_5000-chr17_420000_425000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.15675	1.5609	1.24339	1.20223	5.25262	0.692835	0.306568	0.609015	0.589667	1.12073	0.891669	2.42855	0.625397	0.01	1.16635	2.36541	0.988665	1.54428	0.741015	1.29958	1.36485	1.10496	0.616105	1.2588	1.14134	1.6086	4.54232	0.0708633	415000	2.98971
chr17_0_5000-chr17_425000_430000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.89598	1.47922	1.9255	0.69228	5.49853	2.99261	0.987696	1.85586	0.998143	1.16729	1.16209	2.36909	0.01	0.01	1.16623	2.35583	0.991697	1.54021	0.794725	1.29236	1.35226	1.09905	0.61579	1.25716	1.13837	1.61836	4.49569	0.0701387	420000	2.47346
chr17_0_5000-chr17_430000_435000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.38224	1.08677	0.834459	0.92159	4.02986	0.929659	1.02286	0.729996	0.629211	0.95674	1.35427	1.96056	1.11268	0.01	1.17482	2.34552	1.00268	1.53023	0.850063	1.31236	1.34797	1.10796	0.620289	1.2561	1.13865	1.62719	4.44291	0.0694312	425000	3.09314
chr17_0_5000-chr17_435000_440000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.16953	0.79357	1.31826	0.644867	7.54524	0.615313	0.460401	0.68264	0.62607	1.47523	0.786467	1.51092	1.7527	0.01	1.17723	2.33088	1.00073	1.52315	0.887038	1.30791	1.34419	1.10356	0.620392	1.25262	1.14115	1.63107	4.40419	0.0687401	430000	3.19505
chr17_0_5000-chr17_440000_445000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.49788	1.31741	1.89365	1.10401	5.35392	2.18134	0.803278	1.13883	0.526024	1.66785	0.715321	3.18257	2.46931	0.01	1.17714	2.31321	1.00438	1.51306	0.963569	1.29995	1.33403	1.09872	0.620458	1.25518	1.13708	1.62969	4.37371	0.068065	435000	3.44216
chr17_0_5000-chr17_445000_450000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.93238	1.7656	1.50725	0.885079	4.01862	2.80835	2.37105	1.40121	0.856171	1.03084	1.39026	1.40231	1.61627	0.01	1.18079	2.30189	1.01448	1.50841	1.01346	1.30997	1.328	1.09918	0.619385	1.25987	1.13229	1.64733	4.35207	0.0674051	440000	3.24148
chr17_0_5000-chr17_450000_455000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.31996	1.87186	1.33544	0.378997	5.03038	0.787255	0.942512	1.04842	0.733636	1.60996	1.53567	2.14085	4.80989	0.01	1.18923	2.29587	1.02002	1.50141	1.04723	1.3268	1.33972	1.10257	0.622045	1.25729	1.13518	1.64458	4.32133	0.0667601	445000	2.82415
chr17_0_5000-chr17_45000_50000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.72075	3.36113	0.682712	5.94941	1.0495	1.37053	1.1943	0.965956	0.187373	1.5619	1.60822	2.93361	3.21844	0.01	1.60457	4.9131	0.769643	2.61209	0.594123	2.06711	1.3247	1.01671	0.382711	1.2084	1.34757	1.94045	14.7125	0.109457	40000	4.66916
chr17_0_5000-chr17_460000_465000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.90679	2.42761	1.60303	0.968616	7.59143	1.48491	0.921886	1.35096	0.89772	1.29461	0.891704	1.76798	0.700326	0.01	1.2003	2.28766	1.0367	1.48322	1.1495	1.33079	1.33083	1.10563	0.626189	1.25912	1.1346	1.65308	4.28562	0.0655126	455000	3.12708
chr17_0_5000-chr17_465000_470000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.85212	1.2181	1.0324	0.679342	4.62944	1.04104	0.90437	0.810942	0.670813	1.00374	0.736427	2.65482	1.11236	0.01	1.20798	2.28918	1.04286	1.47762	1.21952	1.33247	1.32639	1.10829	0.629141	1.25951	1.13196	1.65433	4.24665	0.0649092	460000	2.89812
chr17_0_5000-chr17_470000_475000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.54582	0.83374	1.22081	0.529129	3.95127	1.99051	0.939445	0.633822	0.447821	1.76941	1.06618	2.51465	2.92192	0.01	1.21491	2.27766	1.04274	1.46904	1.25619	1.32933	1.32185	1.1051	0.629589	1.25676	1.12771	1.66509	4.21295	0.0643188	465000	2.54255
